data,preco_ultimo,ratio_ativo,date_diff,fator_legado,fator_bbg_365,fator_bbg_252,indice_legado,indice_bbg_365,indice_bbg_252
2019-01-13,524.3889,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,100.32604272944798,100.32604272944798,100.40424935886796
2019-01-14,524.5746,1.0003541264889475,1.0,1.0004878544459086,1.0004878544459086,1.000547825565183,100.37498723543396,100.37498723543396,100.45925337351976
2019-01-15,524.8256,1.000478482945991,1.0,1.000612227527,1.000612227527,1.0006722061014302,100.43643956564176,100.43643956564176,100.52678269658256
2019-01-16,524.7726,0.9998990140724843,1.0,1.0000326811897366,1.0000326811897366,1.000092625025072,100.43972194797968,100.43972194797968,100.53609399235022
2019-01-17,524.6166,0.999702728381779,1.0,0.9998363692594391,0.9998363692594391,0.999896301327469,100.4232869218956,100.4232869218956,100.52566853286176
2019-01-18,524.36,0.9995108808985459,1.0,0.999644496129916,0.999644496129916,0.9997044166967105,100.38758605474831,100.38758605474831,100.49595482369142
2019-01-19,524.36,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,100.40100592920265,100.40100592920265,100.51541390632957
2019-01-20,524.36,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,100.41442759763409,100.41442759763409,100.53487675683972
2019-01-21,524.5109,1.0002877793882066,1.0,1.0004214984758462,1.0004214984758462,1.0004814656176193,100.45675212581946,100.45675212581946,100.58328084336974
2019-01-22,525.4832,1.001853726967352,1.0,1.0019876553918303,1.0019876553918303,1.0020477164119876,100.6564255308281,100.6564255308281,100.78924687832426
2019-01-23,525.4989,1.0000298772634406,1.0,1.0001635618745652,1.0001635618745652,1.0002235135551343,100.67288908447496,100.67288908447496,100.81177464121336
2019-01-24,526.7187,1.0023212227466127,1.0,1.0024552136662155,1.0024552136662155,1.002515302712693,100.92006253757255,100.92006253757255,101.06534677143979
2019-01-25,526.4262,0.999444675117857,1.0,0.9995782814987975,0.9995782814987975,0.9996381980965627,100.87750268005794,100.87750268005794,101.02878113660634
2019-01-26,526.4262,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,100.8909880468691,100.8909880468691,101.04834339067335
2019-01-27,526.4262,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,100.9044752164124,100.9044752164124,101.06790943258952
2019-01-28,526.7135,1.0005457555114088,1.0,1.0006795090854559,1.0006795090854559,1.000739491692869,100.97304072408511,100.97304072408511,101.14264831203054
2019-01-29,527.2427,1.0010047207827406,1.0,1.0011385357115483,1.0011385357115483,1.0011985458338786,101.08800213685309,101.08800213685309,101.26387241179238
2019-01-30,527.644,1.0007611295519123,1.0,1.000894911917294,1.000894911917294,1.000954907436357,101.17846699466082,101.17846699466082,101.36057003659272
2019-01-31,529.1397,1.00283467641061,1.0,1.0029687359690154,1.0029687359690154,1.0030288557969833,101.47883914891771,101.47883914891771,101.66757658673357
2019-02-01,528.5319,0.9988513430385209,1.0,0.9989848701024628,0.9989848701024628,0.9990447511300355,101.37582494533028,101.37582494533028,101.57045874908708
2019-02-02,528.5319,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,101.38937692816936,101.38937692816936,101.59012588846457
2019-02-03,528.5319,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,101.40293072264588,101.40293072264588,101.60979683600021
2019-02-04,528.1055,0.999193236964505,1.0,0.9993268097330381,0.9993268097330381,0.9993867112571138,101.33466725664198,101.33466725664198,101.54748069143373
2019-02-05,528.7854,1.001287432151341,1.0,1.001421284873179,1.001421284873179,1.0014813119440245,101.47869268634247,101.47869268634247,101.69790418746754
2019-02-06,528.9305,1.0002744024324426,1.0,1.0004081197318426,1.0004081197318426,1.0004680860716686,101.52010814318935,101.52010814318935,101.74550755993556
2019-02-07,529.5741,1.0012167950231647,1.0,1.0013506383021877,1.0013506383021877,1.0014106611383453,101.65722508968977,101.65722508968977,101.88903599345159
2019-02-08,530.1357,1.00106047482307,1.0,1.0011942972051122,1.0011942972051122,1.0012543106698912,101.77863402949386,101.77863402949386,102.01683649844311
2019-02-09,530.1357,1.0,1.0,1.0001336806171135,1.0001336806171135,1.000193630506544,101.79223986009988,101.79223986009988,102.03659007017032
